# chrom	chromStart	chromEnd	readCount	meanCoverage
chr1	15400000	15450000	875	2.40614
chr1	15450000	15500000	840	2.38192
chr1	15500000	15550000	857	2.43998
chr1	15550000	15600000	879	2.51894
chr1	15600000	15650000	870	2.436
chr1	15650000	15700000	972	2.72248
chr1	15700000	15750000	1481	3.83356
chr1	15750000	15800000	4204	9.9582
chr1	15800000	15850000	1228	3.33796
chr1	15850000	15900000	1477	4.00342
chr1	15900000	15950000	1291	3.3842
chr1	15950000	16000000	1568	4.23052
chr1	16000000	16050000	2836	6.96266
chr1	16050000	16100000	5133	12.2731
chr1	16100000	16150000	760	2.15474
chr1	16150000	16200000	1529	3.93282
chr1	16200000	16250000	1384	3.73746
chr1	16250000	16300000	16793	39.8182
chr1	16300000	16350000	1433	3.74796
chr1	16350000	16400000	651	1.76588
chr1	16400000	16450000	818	2.2932
chr1	16450000	16500000	813	2.18202
chr1	16500000	16550000	1808	4.58784
chr1	16550000	16600000	3719	9.45244
chr1	16600000	16650000	1164	3.20466
chr1	16650000	16700000	1257	3.30772
chr1	16700000	16750000	8520	20.7538
chr1	16750000	16800000	1795	4.68106
chr1	16800000	16850000	1449	3.92274
chr1	16850000	16900000	1605	4.68152
chr1	16900000	16950000	4165	11.0769
chr1	16950000	17000000	4270	10.5082
chr1	17000000	17050000	1421	3.96576
chr1	17050000	17100000	1056	3.04966
chr1	17100000	17150000	469	1.36454
chr1	17150000	17200000	341	0.99722
chr1	17200000	17250000	1866	5.25506
chr1	17250000	17300000	3812	9.62206
chr1	17300000	17350000	2452	6.03384
chr1	17350000	17400000	1976	5.15558
chr1	17400000	17450000	836	2.31218
chr1	17450000	17500000	880	2.44174
chr1	17500000	17550000	904	2.53826
chr1	17550000	17600000	828	2.32414
chr1	17600000	17650000	822	2.32046
chr1	17650000	17700000	837	2.32216
chr1	17700000	17750000	5463	13.1466
chr1	17750000	17800000	5313	12.7158
chr1	17800000	17850000	798	2.26444
chr1	17850000	17900000	795	2.24316
chr1	17900000	17950000	753	2.04342
chr1	17950000	18000000	757	2.0644
chr1	18000000	18050000	710	1.95966
chr1	18050000	18100000	848	2.38816
chr1	18100000	18150000	857	2.43812
chr1	18150000	18200000	867	2.39606
chr1	18200000	18250000	801	2.27796
chr1	18250000	18300000	886	2.48246
chr1	18300000	18350000	795	2.22338
chr1	18350000	18400000	864	2.4253
chr1	18400000	18450000	790	2.23322
chr1	18450000	18500000	815	2.26968
chr1	18500000	18550000	811	2.278
chr1	18550000	18600000	804	2.27128
chr1	18600000	18650000	815	2.29318
chr1	18650000	18700000	904	2.51294
chr1	18700000	18750000	803	2.27126
chr1	18750000	18800000	861	2.43554
chr1	18800000	18850000	828	2.31902
chr1	18850000	18900000	916	2.51546
chr1	18900000	18950000	873	2.40574
chr1	18950000	19000000	846	2.35412
chr1	19000000	19050000	818	2.30446
chr1	19050000	19100000	875	2.47056
chr1	19100000	19150000	782	2.15948
chr1	19150000	19200000	935	2.5099
chr1	19200000	19250000	3953	9.53744
chr1	19250000	19300000	5405	12.7627
chr1	19300000	19350000	1036	2.9333
chr1	19350000	19400000	1533	3.87698
chr1	19400000	19450000	9481	22.606
chr1	19450000	19500000	2726	6.98936
chr1	19500000	19550000	3544	8.89706
chr1	19550000	19600000	11440	27.2686
chr1	19600000	19650000	2029	5.27708
chr1	19650000	19700000	10355	24.6353
chr1	19700000	19750000	5633	13.8841
chr1	19750000	19800000	6632	15.8471
chr1	19800000	19850000	2891	6.99696
chr1	19850000	19900000	890	2.49588
chr1	19900000	19950000	2478	6.3809
chr1	19950000	20000000	2271	5.4776
chr1	20000000	20050000	2588	6.48472
chr1	20050000	20100000	3093	7.6644
chr1	20100000	20150000	1805	4.649
chr1	20150000	20200000	960	2.73782
chr1	20200000	20250000	3157	8.0849
chr1	20250000	20300000	860	2.42068
chr1	20300000	20350000	969	2.77728
chr1	20350000	20400000	981	2.79156
chr1	20400000	20450000	871	2.46094
chr1	20450000	20500000	1065	2.85806
chr1	20500000	20550000	1645	4.29558
chr1	20550000	20600000	894	2.52522
chr1	20600000	20650000	1009	2.77702
chr1	20650000	20700000	908	2.50184
chr1	20700000	20750000	835	2.30202
chr1	20750000	20800000	792	2.23858
chr1	20800000	20850000	2250	5.70872
chr1	20850000	20900000	880	2.41624
chr1	20900000	20950000	833	2.30716
chr1	20950000	21000000	5599	13.568
chr1	21000000	21050000	785	2.17938
chr1	21050000	21100000	1283	3.4628
chr1	21100000	21150000	1703	4.49434
chr1	21150000	21200000	1269	3.47636
chr1	21200000	21250000	1263	3.51162
chr1	21250000	21300000	1712	4.63896
chr1	21300000	21350000	1193	3.3065
chr1	21350000	21400000	1618	4.39996
chr1	21400000	21450000	1089	3.05392
chr1	21450000	21500000	1239	3.41094
chr1	21500000	21550000	2882	7.06252
chr1	21550000	21600000	9604	22.2043
chr1	21600000	21650000	6158	14.2739
chr1	21650000	21700000	7680	17.3858
chr1	21700000	21750000	971	2.7682
chr1	21750000	21800000	1183	3.31588
chr1	21800000	21850000	790	2.21198
chr1	21850000	21900000	887	2.51712
chr1	21900000	21950000	1038	2.67202
chr1	21950000	22000000	1805	4.45318
chr1	22000000	22050000	3259	8.54062
chr1	22050000	22100000	2423	6.55194
chr1	22100000	22150000	1005	2.68654
chr1	22150000	22200000	1392	3.49932
chr1	22200000	22250000	907	2.41752
chr1	22250000	22300000	740	2.0046
chr1	22300000	22350000	745	2.1335
chr1	22350000	22400000	1831	4.69642
chr1	22400000	22450000	7830	18.8327
chr1	22450000	22500000	2063	5.09606
chr1	22500000	22550000	885	2.48158
chr1	22550000	22600000	776	2.11278
chr1	22600000	22650000	876	2.44278
chr1	22650000	22700000	913	2.52172
chr1	22700000	22750000	724	2.0245
chr1	22750000	22800000	1522	4.16006
chr1	22800000	22850000	3932	10.1172
chr1	22850000	22900000	3754	9.0628
chr1	22900000	22950000	733	2.02776
chr1	22950000	23000000	785	2.20368
chr1	23000000	23050000	851	2.3665
chr1	23050000	23100000	849	2.3696
chr1	23100000	23150000	721	2.01212
chr1	23150000	23200000	741	2.05818
chr1	23200000	23250000	866	2.39894
chr1	23250000	23300000	891	2.4853
chr1	23300000	23350000	973	2.72558
chr1	23350000	23400000	2445	6.48144
chr1	23400000	23450000	9138	22.8988
chr1	23450000	23500000	1386	3.69976
chr1	23500000	23550000	843	2.37606
chr1	23550000	23600000	952	2.71896
chr1	23600000	23650000	3024	7.63334
chr1	23650000	23700000	1854	4.83904
chr1	23700000	23750000	1059	2.8992
chr1	23750000	23800000	969	2.64712
chr1	23800000	23850000	2175	5.56844
chr1	23850000	23900000	2854	7.11536
chr1	23900000	23950000	893	2.42878
chr1	23950000	24000000	1024	2.85746
chr1	24000000	24050000	2616	6.57672
chr1	24050000	24100000	1592	4.1801
chr1	24100000	24150000	4562	11.0559
chr1	24150000	24200000	940	2.61918
chr1	24200000	24250000	845	2.38004
chr1	24250000	24300000	199	0.5426
chr1	24300000	24350000	97	0.28316
chr1	24350000	24400000	646	1.82374
chr1	24400000	24450000	855	2.35718
chr1	24450000	24500000	2982	7.47536
chr1	24500000	24550000	1169	3.10848
chr1	24550000	24600000	946	2.6863
chr1	24600000	24650000	896	2.5091
chr1	24650000	24700000	1328	3.5031
chr1	24700000	24750000	1918	5.09914
chr1	24750000	24800000	3566	8.79866
chr1	24800000	24850000	1702	4.42692
chr1	24850000	24900000	1000	2.75306
chr1	24900000	24950000	960	2.70124
chr1	24950000	25000000	2360	6.18962
chr1	25000000	25050000	1056	2.92804
chr1	25050000	25100000	1028	2.85318
chr1	25100000	25150000	1152	3.22746
chr1	25150000	25200000	1397	3.6257
chr1	25200000	25250000	21876	50.3421
chr1	25250000	25300000	16749	37.6956
chr1	25300000	25350000	1047	2.76486
chr1	25350000	25400000	1715	4.31748
chr1	25400000	25450000	943	2.64382
chr1	25450000	25500000	940	2.6472
chr1	25500000	25550000	1067	2.90194
chr1	25550000	25600000	2622	6.85994
chr1	25600000	25650000	202	0.55864
chr1	25650000	25700000	2002	5.09042
chr1	25700000	25750000	728	2.09156
chr1	25750000	25800000	1334	3.67418
chr1	25800000	25850000	2855	7.25244
chr1	25850000	25900000	2796	6.89246
chr1	25900000	25950000	1218	3.23992
chr1	25950000	26000000	1489	4.03742
chr1	26000000	26050000	1653	4.4765
chr1	26050000	26100000	2214	5.62308
chr1	26100000	26150000	3742	9.11938
chr1	26150000	26200000	3130	7.94512
chr1	26200000	26250000	5809	14.5777
chr1	26250000	26300000	1012	2.80316
chr1	26300000	26350000	970	2.743
chr1	26350000	26400000	704	1.96082
chr1	26400000	26450000	1050	2.91524
chr1	26450000	26500000	1529	3.95128
chr1	26500000	26550000	1115	2.92964
chr1	26550000	26600000	1388	3.765
chr1	26600000	26650000	6979	16.764
chr1	26650000	26700000	941	2.56436
chr1	26700000	26750000	826	2.31462
chr1	26750000	26800000	6916	16.9105
chr1	26800000	26850000	1221	3.30102
chr1	26850000	26900000	4781	11.5399
chr1	26900000	26950000	2583	6.50194
chr1	26950000	27000000	869	2.45744
chr1	27000000	27050000	2824	7.10812
chr1	27050000	27100000	5520	13.6341
chr1	27100000	27150000	4212	10.5127
chr1	27150000	27200000	4158	10.0752
chr1	27200000	27250000	7026	17.4263
chr1	27250000	27300000	3296	8.28384
chr1	27300000	27350000	1005	2.7532
chr1	27350000	27400000	879	2.45094
chr1	27400000	27450000	4702	11.1733
chr1	27450000	27500000	6783	16.5983
chr1	27500000	27550000	927	2.64368
chr1	27550000	27600000	883	2.47228
chr1	27600000	27650000	2406	6.07034
chr1	27650000	27700000	8141	19.3548
chr1	27700000	27750000	10956	26.5859
chr1	27750000	27800000	1184	3.2775
chr1	27800000	27850000	1138	3.11734
chr1	27850000	27900000	5216	12.1896
chr1	27900000	27950000	2253	5.62062
chr1	27950000	28000000	1481	3.73064
chr1	28000000	28050000	1039	2.96304
chr1	28050000	28100000	1146	3.11674
chr1	28100000	28150000	3371	8.63318
chr1	28150000	28200000	2337	6.00746
chr1	28200000	28250000	3774	9.43056
chr1	28250000	28300000	2078	5.21254
chr1	28300000	28350000	1288	3.56262
chr1	28350000	28400000	1249	3.50394
chr1	28400000	28450000	907	2.54428
chr1	28450000	28500000	962	2.71416
chr1	28500000	28550000	1420	3.72526
chr1	28550000	28600000	1782	4.60698
chr1	28600000	28650000	1544	4.06814
chr1	28650000	28700000	1090	2.99214
chr1	28700000	28750000	1036	2.84152
chr1	28750000	28800000	1218	3.35864
chr1	28800000	28850000	2775	6.99044
chr1	28850000	28900000	1691	4.33318
chr1	28900000	28950000	1531	3.98752
chr1	28950000	29000000	1382	3.63728
chr1	29000000	29050000	1401	3.81072
chr1	29050000	29100000	2448	6.36906
chr1	29100000	29150000	908	2.53874
chr1	29150000	29200000	917	2.53142
chr1	29200000	29250000	1839	4.67012
chr1	29250000	29300000	1251	3.40978
chr1	29300000	29350000	1373	3.7619
chr1	29350000	29400000	1302	3.62808
chr1	29400000	29450000	2581	6.58984
chr1	29450000	29500000	6031	14.9902
chr1	29500000	29550000	5340	13.2531
chr1	29550000	29600000	1204	3.16328
chr1	29600000	29650000	969	2.61088
chr1	29650000	29700000	869	2.40424
chr1	29700000	29750000	964	2.7172
chr1	29750000	29800000	922	2.56206
chr1	29800000	29850000	869	2.44946
chr1	29850000	29900000	555	1.5949
chr1	29900000	29950000	0	0
chr1	29950000	30000000	0	0
chr1	30000000	30050000	346	0.97664
chr1	30050000	30100000	949	2.68366
chr1	30100000	30150000	852	2.4227
chr1	30150000	30200000	854	2.39156
chr1	30200000	30250000	910	2.5503
chr1	30250000	30300000	906	2.57986
chr1	30300000	30350000	966	2.70816
chr1	30350000	30400000	798	2.24714
chr1	30400000	30450000	876	2.39718
chr1	30450000	30500000	991	2.82838
chr1	30500000	30550000	849	2.37602
chr1	30550000	30600000	804	2.21704
chr1	30600000	30650000	945	2.64244
chr1	30650000	30700000	894	2.50676
chr1	30700000	30750000	949	2.65716
chr1	30750000	30800000	727	2.05222
chr1	30800000	30850000	890	2.52326
chr1	30850000	30900000	844	2.37946
chr1	30900000	30950000	833	2.36022
chr1	30950000	31000000	790	2.19896
chr1	31000000	31050000	924	2.64814
chr1	31050000	31100000	878	2.46012
chr1	31100000	31150000	839	2.36296
chr1	31150000	31200000	1881	4.75452
chr1	31200000	31250000	4904	11.4885
chr1	31250000	31300000	843	2.35488
chr1	31300000	31350000	945	2.64588
chr1	31350000	31400000	846	2.28476
chr1	31400000	31450000	4681	11.7875
chr1	31450000	31500000	2002	5.34824
chr1	31500000	31550000	1586	4.24854
chr1	31550000	31600000	950	2.66684
chr1	31600000	31650000	931	2.5926
chr1	31650000	31700000	804	2.2474
chr1	31700000	31750000	1430	3.75646
chr1	31750000	31800000	3350	8.4803
chr1	31800000	31850000	4016	10.2193
chr1	31850000	31900000	1155	3.00974
chr1	31900000	31950000	970	2.72882
chr1	31950000	32000000	939	2.60856
chr1	32000000	32050000	886	2.46778
chr1	32050000	32100000	5138	12.3817
chr1	32100000	32150000	2966	7.43432
chr1	32150000	32200000	766	2.05208
chr1	32200000	32250000	915	2.40848
chr1	32250000	32300000	1000	2.75608
chr1	32300000	32350000	1091	3.07308
chr1	32350000	32400000	2136	5.64484
chr1	32400000	32450000	1952	4.9269
chr1	32450000	32500000	1305	3.43344
chr1	32500000	32550000	2468	6.38312
chr1	32550000	32600000	1407	3.68156
chr1	32600000	32650000	1987	5.24538
chr1	32650000	32700000	8642	20.9816
chr1	32700000	32750000	2811	6.94754
chr1	32750000	32800000	3870	9.6561
chr1	32800000	32850000	9211	22.4317
chr1	32850000	32900000	2458	6.41092
chr1	32900000	32950000	960	2.69738
chr1	32950000	33000000	951	2.70406
chr1	33000000	33050000	897	2.52466
chr1	33050000	33100000	1261	3.43696
chr1	33100000	33150000	1336	3.60328
chr1	33150000	33200000	1091	2.9636
chr1	33200000	33250000	3346	8.166
chr1	33250000	33300000	4132	10.3724
chr1	33300000	33350000	1282	3.4233
chr1	33350000	33400000	1166	3.14266
chr1	33400000	33450000	2463	6.32206
chr1	33450000	33500000	4870	12.2227
chr1	33500000	33550000	1290	3.43646
chr1	33550000	33600000	1508	4.01506
chr1	33600000	33650000	4198	10.0688
chr1	33650000	33700000	930	2.61938
chr1	33700000	33750000	3438	8.59752
chr1	33750000	33800000	3129	7.81686
chr1	33800000	33850000	1577	4.10716
chr1	33850000	33900000	1220	3.35626
chr1	33900000	33950000	1233	3.37714
chr1	33950000	34000000	1913	5.0129
chr1	34000000	34050000	908	2.54452
chr1	34050000	34100000	963	2.71024
chr1	34100000	34150000	911	2.57524
chr1	34150000	34200000	877	2.497
chr1	34200000	34250000	860	2.38478
chr1	34250000	34300000	866	2.44704
chr1	34300000	34350000	896	2.57092
chr1	34350000	34400000	930	2.61376
chr1	34400000	34450000	889	2.50222
chr1	34450000	34500000	884	2.50844
chr1	34500000	34550000	879	2.49918
chr1	34550000	34600000	885	2.51096
chr1	34600000	34650000	857	2.40676
chr1	34650000	34700000	822	2.35144
chr1	34700000	34750000	893	2.5742
chr1	34750000	34800000	962	2.73234
chr1	34800000	34850000	829	2.32096
chr1	34850000	34900000	846	2.37484
chr1	34900000	34950000	886	2.522
chr1	34950000	35000000	1030	2.90896
chr1	35000000	35050000	843	2.36092
chr1	35050000	35100000	998	2.82688
chr1	35100000	35150000	871	2.45458
chr1	35150000	35200000	925	2.57426
chr1	35200000	35250000	867	2.39766
chr1	35250000	35300000	1199	3.32902
chr1	35300000	35350000	2522	6.34574
chr1	35350000	35400000	914	2.5037
chr1	35400000	35450000	1422	3.79882
chr1	35450000	35500000	1224	3.38732
chr1	35500000	35550000	973	2.74146
chr1	35550000	35600000	865	2.43362
chr1	35600000	35650000	1982	5.12696
chr1	35650000	35700000	6930	16.9383
chr1	35700000	35750000	1088	2.94184
chr1	35750000	35800000	959	2.71284
chr1	35800000	35850000	1075	3.01878
chr1	35850000	35900000	2143	5.66858
